보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
목상동039,1,대전광역시 대덕구 대덕대로1458번길 60,,36.4468166,127.4116782,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동040,1,대전광역시 대덕구 대덕대로1458번길 51,,36.44712896,127.4120367,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동041,1,대전광역시 대덕구 대덕대로1454번길 33-19,,36.44709128,127.4114654,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동098-3,1,,대전광역시 대덕구 대화동 31-35,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동042,1,대전광역시 대덕구 대덕대로1454번길 33-17,,36.44703057,127.4112989,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동043,1,대전광역시 대덕구 대덕대로1454번길 33-9,,36.44692354,127.4109782,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동044,1,대전광역시 대덕구 대덕대로1454번길 31,,36.44679852,127.4106474,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동045,1,대전광역시 대덕구 대덕대로1454번길 36,,36.44653977,127.4104185,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동046,1,대전광역시 대덕구 대덕대로1454번길 28,,36.44691854,127.4103357,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동047,1,대전광역시 대덕구 대덕대로1454번길 27,,36.44691041,127.4106034,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동048,1,대전광역시 대덕구 대덕대로1454번길 25-10,,36.44703183,127.4109342,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동049,1,대전광역시 대덕구 대덕대로1454번길 25-20,,36.44720678,127.4114214,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동050,1,대전광역시 대덕구 대덕대로1454번길 25-26,,36.44731032,127.411712,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동051,1,대전광역시 대덕구 대덕대로1458번길 46,,36.44737822,127.4118819,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동098-4,1,,대전광역시 대덕구 대화동 31-35,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동052,1,대전광역시 대덕구 대덕대로1454번길 21,,36.44722786,127.4105337,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동053,1,대전광역시 대덕구 대덕대로1458번길 32,,36.44792667,127.4117242,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동054,1,대전광역시 대덕구 대덕대로1454번길 19-26,,36.44768519,127.411714,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동055,1,대전광역시 대덕구 대덕대로1454번길 19-20,,36.44757801,127.4114368,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동056,1,대전광역시 대덕구 대덕대로1454번길 19-12,,36.44741373,127.4109897,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동057,1,대전광역시 대덕구 대덕대로1454번길 19-8,,36.44734937,127.4108377,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동058,1,대전광역시 대덕구 대덕대로1454번길 21,,36.44722786,127.4105337,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동059,1,대전광역시 대덕구 대덕대로1454번길 18,,36.44735135,127.4102622,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동060,1,대전광역시 대덕구 대덕대로1454번길 11-10,,36.4476776,127.410777,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동061,1,대전광역시 대덕구 대덕대로1454번길 11-12,,36.44773838,127.4109245,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동099,1,대전광역시 대덕구 동심1길 59,,36.36302048,127.4143784,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동062,1,대전광역시 대덕구 대덕대로1454번길 8,,36.44771922,127.4102061,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동063,1,대전광역시 대덕구 대덕대로1458번길 16,,36.44786702,127.4112509,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동064,1,대전광역시 대덕구 대덕대로1458번길 22,,36.44796699,127.4115281,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동065,1,대전광역시 대덕구 대덕대로1470번길 14,,36.44817803,127.4120021,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동066,1,대전광역시 대덕구 신일동로93번길 27,,36.43988876,127.4126409,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동067,1,대전광역시 대덕구 신일동로93번길 23,,36.43957582,127.4124474,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동068,1,대전광역시 대덕구 신일동로93번길 17-7,,36.43926739,127.4119952,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동069,1,대전광역시 대덕구 신일동로93번길 10,,36.4388014,127.4122827,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동070,1,,대전광역시 대덕구 목상동 230,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동071,1,,대전광역시 대덕구 목상동 221-1,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동100,1,대전광역시 대덕구 동심1길 53,,36.36284271,127.4147073,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동072,1,,대전광역시 대덕구 목상동 221-1,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동073,1,대전광역시 대덕구 대덕대로1520번길 77,,36.44618635,127.4156769,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동074,1,대전광역시 대덕구 대덕대로1520번길 77,,36.44618635,127.4156769,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동075,1,대전광역시 대덕구 대덕대로1508번길 43,,36.44718672,127.4151334,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동076,1,대전광역시 대덕구 대덕대로1508번길 38-3,,36.44749341,127.4150503,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동077,1,대전광역시 대덕구 대덕대로1508번길 35-3,,36.44734755,127.4155314,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동078,1,대전광역시 대덕구 대덕대로1508번길 35-11,,36.44711622,127.4157131,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동079,1,,대전광역시 대덕구 목상동 209-2,36.44745581,127.4154963,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동080,1,대전광역시 대덕구 대덕대로1508번길 30,,36.44765819,127.4153456,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동081,1,대전광역시 대덕구 대덕대로1508번길27,,36.44790197,127.4157307,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동101,1,대전광역시 대덕구 동심1길 57,,36.36314192,127.414701,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동082,1,,대전광역시 대덕구 목상동 217-27,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동083,1,,대전광역시 대덕구 목상동 217-52,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동084,1,대전광역시 대덕구 대덕대로1514번길 13,,36.44815888,127.4164816,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동085,1,대전광역시 대덕구 대덕대로1514번길 11,,36.44839677,127.4164873,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동086,1,대전광역시 대덕구 대덕대로1514번길 11,,36.44839677,127.4164873,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동087,1,,대전광역시 대덕구 목상동 12-4,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동088,1,대전광역시 대덕구 대덕대로 1518,,36.44905547,127.4167586,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동089,1,대전광역시 대덕구 대덕대로 1512,,36.44904275,127.4162722,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동090,1,대전광역시 대덕구 대덕대로1524번길 27,,36.44852787,127.4161043,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동091,1,대전광역시 대덕구 대덕대로1504번길 25,,36.44847968,127.4154526,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동102,1,대전광역시 대덕구 동심1길 74,,36.36344608,127.4143049,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동092,1,대전광역시 대덕구 대덕대로1508번길 22,,36.44801487,127.4153966,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동093,1,대전광역시 대덕구 대덕대로1508번길 24-7,,36.44783895,127.4151949,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동094,1,대전광역시 대덕구 대덕대로1508번길 24-9,,36.44783603,127.4149986,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동095,1,대전광역시 대덕구 대덕대로1504번길 38,,36.4482377,127.4145501,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동096,1,대전광역시 대덕구 대덕대로1504번길 33,,36.44801607,127.4150531,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동097,1,대전광역시 대덕구 대덕대로1504번길 27,,36.4484014,127.4151578,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동098,1,대전광역시 대덕구 대덕대로1524번길 43,,36.44888112,127.4150711,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동099,1,대전광역시 대덕구 대덕대로1524번길 63,,36.44858134,127.4142039,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동100,1,대전광역시 대덕구 대덕대로1524번길 56,,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동101,1,대전광역시 대덕구 대덕대로1524번길 46,,36.44912628,127.415059,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동103,1,대전광역시 대덕구 동심1길 80,,36.36349973,127.4141403,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동102,1,,대전광역시 대덕구 목상동 8-22,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동103,1,대전광역시 대덕구 대덕대로1524번길 37,,36.448729,127.4152777,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동104,1,대전광역시 대덕구 문평동로18번길 26,,36.44665668,127.4046815,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동105,1,,대전광역시 대덕구 목상동 80-1,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동106,1,대전광역시 대덕구 대덕대로 1403-1,,36.44618291,127.405143,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동107,1,대전광역시 대덕구 문평동로 41-16,,36.44749971,127.4004339,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동108,1,대전광역시 대덕구 문평동로 41-22,,36.44758154,127.3997873,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동109,1,대전광역시 대덕구 문평동로 41-32,,36.44712753,127.3997359,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동110,1,대전광역시 대덕구 문평동로 41-36,,36.4466991,127.399582,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동111,1,대전광역시 대덕구 문평동로 41-44,,36.44691786,127.398838,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동104,1,대전광역시 대덕구 늘봄1길 15,,36.3640994,127.4140543,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동112,1,,대전광역시 대덕구 목상동 47,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동113,1,,대전광역시 대덕구 목상동 69-4,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동114,1,대전광역시 대덕구 문평동로48번길 128,,36.45185246,127.4063638,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동115,1,대전광역시 대덕구 산업단지로87번길 21,,36.42952592,127.4114486,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동116,1,대전광역시 대덕구 산업단지로97번길 16,,36.42924669,127.410885,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동117,1,대전광역시 대덕구 산업단지로97번길 42,,36.42817454,127.4113433,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동118,1,대전광역시 대덕구 산업단지로97번길 56,,36.42760415,127.4115901,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동119,1,대전광역시 대덕구 산업단지로97번길 64-10,,36.42707687,127.4118817,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동120,1,,대전광역시 대덕구 목상동 3,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동121,1,대전광역시 대덕구 산업단지로93번길 71,,36.42735215,127.4135826,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동010,1,대전광역시 대덕구 대화1길 77,,36.36391396,127.4165893,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동105,1,대전광역시 대덕구 동심3길 1,,36.36386083,127.4142447,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동122,1,대전광역시 대덕구 산업단지로93번길 43-12,,36.42765023,127.4128616,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동123,1,,대전광역시 대덕구 목상동 32-4,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동124,1,대전광역시 대덕구 산업단지로93번길 43-7,,36.4279607,127.4127249,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동125,1,대전광역시 대덕구 산업단지로93번길 41,,36.42805556,127.4123954,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동126,1,대전광역시 대덕구 산업단지로93번길 33-5,,36.42839146,127.4122009,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동127,1,대전광역시 대덕구 산업단지로93번길 33-11,,36.42839032,127.4125309,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동128,1,대전광역시 대덕구 산업단지로93번길 27,,36.42860079,127.4121261,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동129,1,대전광역시 대덕구 산업단지로87번길 21,,36.42952592,127.4114486,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동130,1,,대전광역시 대덕구 목상동 59-1,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동131,1,대전광역시 대덕구 대덕대로1458번길 3-12,,36.44835334,127.4113383,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동106,1,대전광역시 대덕구 동심3길 9,,36.3640214,127.414718,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동132,1,대전광역시 대덕구 대덕대로1458번길 3-8,,36.4482747,127.411146,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동133,1,,대전광역시 대덕구 목상동 875,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동134,1,,대전광역시 대덕구 목상동 875,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동135,1,대전광역시 대덕구 대덕대로 1398,,36.44503511,127.4055921,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동136,1,대전광역시 대덕구 신일동로5번길 25,,36.44519603,127.4059722,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동137,1,,대전광역시 대덕구 목상동 1703,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동138,1,,대전광역시 대덕구 목상동 1703,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동139,1,대전광역시 대덕구 산업단지로97번길 60-7,,36.42711698,127.4117481,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동140,1,대전광역시 대덕구 산업단지로97번길 30,,36.42859387,127.4109976,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동141,1,,대전광역시 대덕구 목상동 1699,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동107,1,,대전광역시 대덕구 대화동 35-377,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동142,1,,대전광역시 대덕구 목상동 1699,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동143,1,,대전광역시 대덕구 목상동 1699,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동144,1,대전광역시 대덕구 산업단지로116번길 91,,36.4343089,127.4115586,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동145,1,,대전광역시 대덕구 목상동 1699,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동146,1,대전광역시 대덕구 산업단지로 92-21,,36.43069979,127.4118071,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동147,1,,대전광역시 대덕구 목상동 9-5,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동148,1,대전광역시 대덕구 대덕대로 1398,대전광역시 대덕구 목상동 1684-7,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동149,1,대전광역시 대덕구 대덕대로 1284번길 1295-15,대전광역시 대덕구 목상동 1695-5,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동150,1,,대전광역시 대덕구 목상동 268,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동151,1,,대전광역시 대덕구 목상동 267-1,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동108,1,대전광역시 대덕구 대화2길 29,,36.36514131,127.4140108,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동152,1,,대전광역시 대덕구 목상동 267-1,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동153,1,,대전광역시 대덕구 목상동 267-3,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동154,1,,대전광역시 대덕구 목상동 38-3,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동155,1,,대전광역시 대덕구 신일동 1694-3,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동156,1,,대전광역시 대덕구 목상동 2-25,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동157,1,,대전광역시 대덕구 목상동 33-2,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동158,1,,대전광역시 대덕구 목상동 2-21,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동159,1,,대전광역시 대덕구 목상동 217-14,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동160,1,,대전광역시 대덕구 목상동 875,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동161,1,,대전광역시 대덕구 목상동 산6-2,36.44541616,127.4153292,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동109,1,대전광역시 대덕구 동심4길 17,,36.36435897,127.4140468,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동162,1,,대전광역시 대덕구 목상동 13-21,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동163,1,대전광역시 대덕구 대덕대로1520번길 4,,36.44854783,127.4165818,,,042-608-5205,대전광역시 대덕구청,2025-11-13
목상동164,1,,대전광역시 대덕구 목상동 176-10,36.44564154,127.4106145,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동001,1,대전광역시 대덕구 아리랑로197번길 7,,36.37382471,127.4253788,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동002,1,대전광역시 대덕구 아리랑로197번길 7-10,,36.37417904,127.4250776,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동003,1,대전광역시 대덕구 아리랑로197번길 7-19,,36.37394562,127.4248267,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동004,1,,대전광역시 대덕구 법동 411,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동005,1,대전광역시 대덕구 아리랑로197번길 7-17,,36.37375815,127.4248346,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동006,1,대전광역시 대덕구 아리랑로197번길 7-14,,36.37426294,127.4247973,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동007,1,,대전광역시 대덕구 법동 402-1,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동110,1,대전광역시 대덕구 동심4길 21,,36.36456126,127.4139231,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동008,1,대전광역시 대덕구 아리랑로197번길 20,,36.37482591,127.4256294,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동009,1,대전광역시 대덕구 아리랑로197번길 20,,36.37482591,127.4256294,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동010,1,대전광역시 대덕구 아리랑로197번길 20,,36.37482591,127.4256294,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동011,1,,대전광역시 대덕구 법동 403,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동012,1,,대전광역시 대덕구 법동 385,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동013,1,대전광역시 대덕구 아리랑로197번길 33,,36.37531728,127.4253112,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동014,1,대전광역시 대덕구 아리랑로197번길 33,,36.37531728,127.4253112,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동015,1,,대전광역시 대덕구 법동 285-3,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동016,1,대전광역시 대덕구 아리랑로 197번길 50,,36.37579471,127.425871,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동017,1,대전광역시 대덕구 아리랑로 197번길 48,,36.37610077,127.4259662,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동111,1,대전광역시 대덕구 늘봄1길 16,,36.36470738,127.4144052,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동019,1,대전광역시 대덕구 계족로663번길 32,,36.37332481,127.426067,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동020,1,,대전광역시 대덕구 법동 280-1,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동021,1,대전광역시 대덕구 계족로663번길 32,,36.37332481,127.426067,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동022,1,,대전광역시 대덕구 법동 산23-1,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동033,1,대전광역시 대덕구 계족로 637,,36.36926582,127.4281175,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동034,1,대전광역시 대덕구 계족로663번길 25,,36.36823823,127.4271803,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동035,1,대전광역시 대덕구 계족로663번길 25,,36.36823823,127.4271803,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동036,1,대전광역시 대덕구 계족로663번길 25,,36.36823823,127.4271803,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동037,1,대전광역시 대덕구 계족로663번길 25,,36.36823823,127.4271803,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동038,1,대전광역시 대덕구 계족로663번길 25,,36.36823823,127.4271803,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동112,1,대전광역시 대덕구 늘봄2길 8,,36.3645983,127.4146765,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동039,1,대전광역시 대덕구 계족로663번길 27,,36.36713991,127.4248477,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동040,1,대전광역시 대덕구 계족로663번길 27,,36.36713991,127.4248477,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동041,1,대전광역시 대덕구 계족로663번길 27,,36.36713991,127.4248477,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동042,1,대전광역시 대덕구 계족로663번길 30-6,,36.37088421,127.4271413,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동043,1,대전광역시 대덕구 계족로 677,,36.37190686,127.427441,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동044,1,대전광역시 대덕구 계족로 677,,36.37190686,127.427441,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동045,1,대전광역시 대덕구 계족로 677,,36.37190686,127.427441,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동046,1,대전광역시 대덕구 계족로 629-9,,36.36753559,127.4291153,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동047,1,대전광역시 대덕구 중리북로 10,,36.3673524,127.428936,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동048,1,,대전광역시 대덕구 법동 286,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
대화동113,1,대전광역시 대덕구 늘봄2길 14,,36.36491977,127.4144865,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동049,1,,대전광역시 대덕구 법동 286,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동050,1,,대전광역시 대덕구 법동 286,,,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동051,1,,대전광역시 대덕구 법동 415,36.37398099,127.4250186,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동052,1,,대전광역시 대덕구 법동 351-1,36.37366266,127.4253334,,,042-608-5205,대전광역시 대덕구청,2025-11-13
법1동053,1,,대전광역시 대덕구 법동 353-3,36.37378798,127.4255703,,,042-608-5205,대전광역시 대덕구청,2025-11-13
