보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
가수원동061,1,대전광역시 서구 가수원중로 4-30,대전광역시 서구 가수원동 806-1,36.29920325,127.3549214,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동062,1,대전광역시 서구 계백로1158번길 132,대전광역시 서구 가수원동 794-16,36.29935247,127.354895,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동063,1,대전광역시 서구 가수원중로 9,대전광역시 서구 가수원동 796-9,36.299243,127.354420,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동064,1,대전광역시 서구 가수원중로49번길 40,대전광역시 서구 가수원동 798-5,36.2993222,127.353850,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동065,1,대전광역시 서구 가수원중로49번길 32,대전광역시 서구 가수원동 798-2,36.299651,127.3534997,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동066,1,대전광역시 서구 가수원중로49번길 26,대전광역시 서구 가수원동 785-9,36.299845,127.3533298,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동067,1,대전광역시 서구 가수원중로49번길 25,대전광역시 서구 가수원동 786-11,36.299921,127.3535298,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동068,1,대전광역시 서구 가수원중로47번길 34,대전광역시 서구 가수원동 797-2,36.299846,127.3537995,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동069,1,대전광역시 서구 가수원중로47번길 46,대전광역시 서구 가수원동 797-6,36.299462,127.3541885,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동070,1,대전광역시 서구 계백로1158번길 126,대전광역시 서구 가수원동 794-13,36.299602,127.3547847,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동071,1,대전광역시 서구 계백로1158번길 116,대전광역시 서구 가수원동 794-9,36.29995634,127.3545038,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동072,1,대전광역시 서구 계백로1158번길 110,대전광역시 서구 가수원동 794-6,36.300192,127.3542566,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동073,1,대전광역시 서구 가수원로 46-15,대전광역시 서구 가수원동 795-3,36.30013737,127.353806,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동074,1,대전광역시 서구 계백로1158번길 100,대전광역시 서구 가수원동 794-2,36.30050968,127.353913,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동075,1,대전광역시 서구 벌곡로1341번길 20,대전광역시 서구 가수원동 789-21,36.30071772,127.3537554,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동076,1,,대전광역시 서구 가수원동 189-17,36.300965,127.353378,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동077,1,대전광역시 서구 가수원중로 37,대전광역시 서구 가수원동 788-3,36.30101185,127.352937,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동078,1,,대전광역시 서구 가수원동 189-4,36.301051,127.352499,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동079,1,대전광역시 서구 벌곡로1349번길 49,대전광역시 서구 가수원동 775-1,36.300966,127.3521346,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동080,1,대전광역시 서구 벌곡로1349번길 40,대전광역시 서구 가수원동 773-16,36.30140386,127.3522956,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동081,1,대전광역시 서구 벌곡로1349번길 30,대전광역시 서구 가수원동 773-12,36.3015297,127.3528324,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동082,1,대전광역시 서구 벌곡로1349번길 52,대전광역시 서구 가수원동 774-3,36.300935,127.3518368,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동083,1,대전광역시 서구 벌곡로1349번길 56,대전광역시 서구 가수원동 774-5,36.30069368,127.3516995,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동084,1,대전광역시 서구 벌곡로1349번길 60,대전광역시 서구 가수원동 774-7,36.30045595,127.3515769,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동085,1,대전광역시 서구 가수원중로 54,대전광역시 서구 가수원동 774-11,36.30019114,127.3519286,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동086,1,대전광역시 서구 가수원중로 48-1,대전광역시 서구 가수원동 775-5,36.300511,127.352185,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동087,1,대전광역시 서구 가수원중로 46,대전광역시 서구 가수원동 775-2,36.300803,127.352342,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동088,1,대전광역시 서구 가수원중로 43-4,대전광역시 서구 가수원동 787-1,36.300886,127.3525001,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동089,1,대전광역시 서구 가수원중로 43-8,대전광역시 서구 가수원동 787-3,36.30069635,127.3527514,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동090,1,대전광역시 서구 가수원중로47번길 7,대전광역시 서구 가수원동 787-9,36.300509,127.352717,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동091,1,,대전광역시 서구 가수원동 787-6,36.30046328,127.3532639,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동092,1,대전광역시 서구 가수원중로47번길 20,대전광역시 서구 가수원동 786-7,36.300298,127.353249,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동093,1,대전광역시 서구 가수원중로49번길 16,대전광역시 서구 가수원동 785-6,36.300060,127.3528706,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동094,1,대전광역시 서구 가수원중로49번길 10,대전광역시 서구 가수원동 785-4,36.300151,127.3525909,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동095,1,대전광역시 서구 가수원중로49번길 6,대전광역시 서구 가수원동 785-2,36.300249,127.352395,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동096,1,대전광역시 서구 가수원로65번길 3,대전광역시 서구 가수원동 777-19,36.30005069,127.3511468,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동097,1,대전광역시 서구 가수원로65번길 9,대전광역시 서구 가수원동 777-17,36.299830,127.3510151,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동098,1,대전광역시 서구 가수원동 가수원로 71-2,대전광역시 서구 가수원동 641-18,36.29988253,127.3505621,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동099,1,대전광역시 서구 가수원로 71-5,대전광역시 서구 가수원동 776-7,36.30018766,127.3507202,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동100,1,대전광역시 서구 가수원로 71-16,대전광역시 서구 가수원동 641-27,36.299790,127.3504839,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동101,1,,대전광역시 서구 가수원동 641-40,36.299420,127.3504931,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동102,1,대전광역시 서구 가수원로65번길 26,대전광역시 서구 가수원동 641-41,36.299209,127.3502705,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동103,1,,대전광역시 서구 가수원동 641-22,36.29913555,127.3503186,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동104,1,대전광역시 서구 가수원로65번길 38,대전광역시 서구 가수원동 520-105,36.29811263,127.3509858,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동105,1,대전광역시 서구 가수원로65번길 38,대전광역시 서구 가수원동 520-105,36.29811263,127.3509858,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동106,1,대전광역시 서구 가수원로65번길 44,대전광역시 서구 가수원동 641-35,36.29848127,127.3509035,2016,전용주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동107,1,대전광역시 서구 가수원로65번길 51,대전광역시 서구 가수원동 780-5,36.29866408,127.3513769,2016,전용주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동108,1,대전광역시 서구 가수원로65번길 59,대전광역시 서구 가수원동 779-12,36.29873194,127.351829,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동109,1,대전광역시 서구 가수원로65번길 29-11,대전광역시 서구 가수원동 779-17,36.2989443,127.351190,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동110,1,대전광역시 서구 가수원로65번길 29-3,대전광역시 서구 가수원동 779-20,36.29906789,127.3507979,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동111,1,대전광역시 서구 가수원로65번길 21-9,대전광역시 서구 가수원동 778-9,36.29930292,127.3512282,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동112,1,대전광역시 서구 가수원중로65번길 3,대전광역시 서구 가수원동 781-1,36.299134,127.3516397,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동113,1,대전광역시 서구 가수원중로 64,대전광역시 서구 가수원동 778-7,36.29934223,127.3514362,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동114,1,대전광역시 서구 가수원중로 64,대전광역시 서구 가수원동 778-7,36.29934223,127.3514362,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동115,1,대전광역시 서구 가수원로 59,대전광역시 서구 가수원동 777-6,36.29996783,127.351815,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동116,1,대전광역시 서구 가수원중로58번길 3,대전광역시 서구 가수원동 778-2,36.299884,127.3517094,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동117,1,대전광역시 서구 가수원중로58번길 17,대전광역시 서구 가수원동 778-12,36.299583,127.351332,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동118,1,대전광역시 서구 가수원중로65번길 8,대전광역시 서구 가수원동 779-9,36.29887948,127.351769,2016,전용주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동119,1,대전광역시 서구 가수원중로65번길 19,대전광역시 서구 가수원동 801-4,36.29883239,127.3524893,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동120,1,대전광역시 서구 가수원로65번길 69,대전광역시 서구 가수원동 781-5,36.298967,127.3522715,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동121,1,대전광역시 서구 가수원로65번길 69,대전광역시 서구 가수원동 781-5,36.29896182,127.352251,2016,전용주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동122,1,대전광역시 서구 가수원중로65번길 9,대전광역시 서구 가수원동 781-3,36.29909031,127.351904,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동123,1,대전광역시 서구 가수원중로59번길 10,대전광역시 서구 가수원동 782-3,36.29934867,127.3520947,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동124,1,대전광역시 서구 가수원로65번길 81,대전광역시 서구 가수원동 783-8,36.299305,127.3526942,2016,전용주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동125,1,대전광역시 서구 가수원로65번길 77,대전광역시 서구 가수원동 782-6,36.299192,127.3525291,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동126,1,대전광역시 서구 가수원로 47,대전광역시 서구 가수원동 784-5,36.29954995,127.3528742,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동127,1,대전광역시 서구 가수원로 47,대전광역시 서구 가수원동 784-5,36.299514,127.3528742,2016,전용주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동128,1,대전광역시 서구 가수원중로57번길 8,대전광역시 서구 가수원동 783-3,36.299670,127.3521574,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동129,1,대전광역시 서구 가수원중로 57,대전광역시 서구 가수원동 783-1,36.299773,127.3519124,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동130,1,대전광역시 서구 가수원로 39,대전광역시 서구 가수원동 799-2,36.29915009,127.3533632,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동131,1,대전광역시 서구 가수원로 37,대전광역시 서구 가수원동 805-2,36.29894761,127.353539,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동132,1,대전광역시 서구 가수원중로57번길 36,대전광역시 서구 가수원동 804-2,36.298978,127.353170,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동133,1,대전광역시 서구 가수원중로57번길 39,대전광역시 서구 가수원동 805-14,36.29878448,127.353425,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동134,1,대전광역시 서구 가수원중로57번길 53,대전광역시 서구 가수원동 805-10,36.298153,127.353519,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동135,1,대전광역시 서구 가수원중로57번길 55,대전광역시 서구 가수원동 805-9,36.29802042,127.353629,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동136,1,대전광역시 서구 가수원중로57번길 61,대전광역시 서구 가수원동 815-1,36.297837,127.353615,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동137,1,,대전광역시 서구 가수원동 884-10,36.297903,127.353264,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동138,1,대전광역시 서구 가수원중로59번길 41,대전광역시 서구 가수원동 804-13,36.29836483,127.353113,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동139,1,대전광역시 서구 가수원중로59번길 33,대전광역시 서구 가수원동 804-16,36.29875264,127.353009,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동140,1,대전광역시 서구 가수원중로59번길 30,대전광역시 서구 가수원동 803-2,36.298891,127.3527873,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동141,1,,대전광역시 서구 가수원동 803-1,36.29870532,127.352687,2016,전용주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동142,1,대전광역시 서구 가수원중로65번길 25,대전광역시 서구 가수원동 803-15,36.298520,127.3527331,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동143,1,대전광역시 서구 가수원중로65번길 33,대전광역시 서구 가수원동 803-12,36.298135,127.352858,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동144,1,대전광역시 서구 벌곡로1287번길 80-16,대전광역시 서구 가수원동 818-1,36.2979465,127.3525293,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동145,1,대전광역시 서구 벌곡로1287번길 98,대전광역시 서구 가수원동 819-1,36.29777866,127.352147,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동146,1,대전광역시 서구 벌곡로1287번길 86,대전광역시 서구 가수원동 819-7,36.297450,127.3522503,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동147,1,대전광역시 서구 벌곡로1287번길 82,대전광역시 서구 가수원동 819-6,36.29740921,127.352452,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동148,1,대전광역시 서구 벌곡로1287번길 80-8,대전광역시 서구 가수원동 818-10,36.297518,127.3526285,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동149,1,대전광역시 서구 벌곡로1287번길 80-14,대전광역시 서구 가수원동 818-12,36.29783685,127.352554,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동150,1,대전광역시 서구 가수원중로65번길 39,대전광역시 서구 가수원동 803-10,36.29791138,127.3529169,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동151,1,대전광역시 서구 가수원중로59번길 55,대전광역시 서구 가수원동 816-1,36.29776454,127.353326,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동152,1,대전광역시 서구 가수원중로59번길 65,대전광역시 서구 가수원동 816-11,36.29733545,127.3534325,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동153,1,대전광역시 서구 가수원중로65번길 56,대전광역시 서구 가수원동 818-7,36.29726555,127.352810,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동154,1,대전광역시 서구 가수원중로65번길 48,대전광역시 서구 가수원동 818-5,36.297501,127.3527662,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동155,1,대전광역시 서구 가수원중로59번길 69,대전광역시 서구 가수원동 816-9,36.29703727,127.3534863,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동156,1,대전광역시 서구 벌곡로1287번길 56,대전광역시 서구 가수원동 816-8,36.29697476,127.353638,2016,전용주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동157,1,대전광역시 서구 가수원중로57번길 68,대전광역시 서구 가수원동 816-4,36.297449,127.3535306,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동158,1,대전광역시 서구 가수원중로57번길 73,대전광역시 서구 가수원동 815-7,36.297291,127.3538561,2016,전용주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동159,1,대전광역시 서구 가수원로 15-1,대전광역시 서구 가수원동 810-1,36.29733054,127.3545713,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
가수원동160,1,대전광역시 서구 가수원중로57번길 80,대전광역시 서구 가수원동 814-2,36.29696968,127.3540323,2016,한전주,042-288-3950,대전광역시 서구청,2025-06-26
